UNITID,CAMPUSID,PCINSTNM,PCADDR,PCCITY,PCSTABBR,PCZIP,PCFIPS,PCOBEREG,PCCHFNM,PCCHFTITLE,PCGENTELE,PCEIN,PCDUNS,PCOPEID,PCOPEFLAG,OLDUNITID,PCWEBADDR,PCADMINURL,PCFAIDURL,PCAPPLURL,PCNPRICURL,PCVETURL,PCATHURL,PCDISAURL,PCSECTOR,PCICLEVEL,PCCONTROL,PCHLOFFER,PCUGOFFER,PCGROFFER,PCHDEGOFR1,PCDEGGRANT,PCHBCU,PCTRIBAL,PCLOCALE,PCOPENPUBL,PCACT,PCCYACTIVE,PCPOSTSEC,PCPSEFLAG,PCPSET4FLG,PCCBSA,PCCBSATYPE,PCCSA,PCNECTA,PCCOUNTYCD,PCCOUNTYNM,PCCNGDSTCD,PCLONGITUD,PCLATITUDE,PCLEVEL1,PCLEVEL1A,PCLEVEL1B,PCLEVEL2,PCLEVEL3,PCLEVEL4,PCLEVEL5,PCLEVEL6,PCLEVEL7,PCLEVEL8,PCLEVEL17,PCLEVEL18,PCLEVEL19,PCFT_FTUG,PCALLONCAM,PCAPPLFEEU,PCROOM,PCCHG1AT0,PCCHG1AF0,PCCHG1AY0,PCCHG1AT1,PCCHG1AF1,PCCHG1AY1,PCCHG1AT2,PCCHG1AF2,PCCHG1AY2,PCCHG1AT3,PCCHG1AF3,PCCHG1AY3,PCCHG1TGTD,PCCHG1FGTD,PCCHG2AT0,PCCHG2AF0,PCCHG2AY0,PCCHG2AT1,PCCHG2AF1,PCCHG2AY1,PCCHG2AT2,PCCHG2AF2,PCCHG2AY2,PCCHG2AT3,PCCHG2AF3,PCCHG2AY3,PCCHG2TGTD,PCCHG2FGTD,PCCHG3AT0,PCCHG3AF0,PCCHG3AY0,PCCHG3AT1,PCCHG3AF1,PCCHG3AY1,PCCHG3AT2,PCCHG3AF2,PCCHG3AY2,PCCHG3AT3,PCCHG3AF3,PCCHG3AY3,PCCHG3TGTD,PCCHG3FGTD,PCCHG4AY0,PCCHG4AY1,PCCHG4AY2,PCCHG4AY3,PCCHG5AY0,PCCHG5AY1,PCCHG5AY2,PCCHG5AY3,PCCHG6AY0,PCCHG6AY1,PCCHG6AY2,PCCHG6AY3,PCCHG7AY0,PCCHG7AY1,PCCHG7AY2,PCCHG7AY3,PCCHG8AY0,PCCHG8AY1,PCCHG8AY2,PCCHG8AY3,PCCHG9AY0,PCCHG9AY1,PCCHG9AY2,PCCHG9AY3,PCCIPCODE1,PCCIPLGTH1,PCPRGMSR1,PCMTHCMP1,PCWKCMP1,PCLNAYHR1,PCLNAYWK1,PCCHG1PY0,PCCHG1PY1,PCCHG1PY2,PCCHG1PY3,PCCHG4PY0,PCCHG4PY1,PCCHG4PY2,PCCHG4PY3,PCCHG5PY0,PCCHG5PY1,PCCHG5PY2,PCCHG5PY3,PCCHG6PY0,PCCHG6PY1,PCCHG6PY2,PCCHG6PY3,PCCHG7PY0,PCCHG7PY1,PCCHG7PY2,PCCHG7PY3,PCCHG8PY0,PCCHG8PY1,PCCHG8PY2,PCCHG8PY3,PCCHG9PY0,PCCHG9PY1,PCCHG9PY2,PCCHG9PY3
130174,3,"Porter and Chester Institute of Waterbury","881 Wolcott Street","Waterbury","CT","06705",9,1,"James A. Bologa","President, CEO","8602749294","060852205 "," ","01077902  ",1,130165,"www.porterchester.edu/","www.porterchester.edu/admissions/","www.porterchester.edu/financial-aid/","www.porterchester.edu/apply-online/","www.porterchester.edu/financial-aid/calculator/"," "," ","www.porterchester.edu/",9,3,3,2,1,2,0,2,2,2,22,1,"A",1,1,1,1,35300,1,408,78700,9009,"New Haven County",905,-73.010164,41.566335,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,25,2,17220,0,17220,17220,0,17220,17590,0,17590,15555,220,15775,0,0,17220,0,17220,17220,0,17220,17590,0,17590,15555,220,15775,,,17220,0,17220,17220,0,17220,17590,0,17590,15555,220,15775,,,1700,1700,1750,2040,,,,,,,,,13005,13005,13005,11560,4113,4113,4113,3744,4113,4113,4113,3744,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135081,3,"Keiser University-Daytona","1800 Business Park Blvd.","Daytona Beach","FL","32114",12,5,"Dr. Arthur Keiser","Chancellor","3862745060","591829662 ","099617847","02151904  ",1,428374,"www.keiseruniversity.edu/","www.keiseruniversity.edu/admissions/","www.keiseruniversity.edu/financial-services/","enroll.keiseruniversity.edu/","www.keiseruniversity.edu/financial-services/"," "," ","www.keiseruniversity.edu/americans-with-disabilities-act/",2,1,2,9,1,1,12,1,2,2,13,1,"A",1,1,1,1,19660,1,422,-2,12127,"Volusia County",1206,-81.074525,29.204483,0,0,0,0,1,0,1,0,1,1,1,0,0,1,2,55,2,19008,1200,20208,19808,1200,21008,19808,1200,21008,20800,1200,22000,,,19008,1200,20208,19808,1200,21008,19808,1200,21008,20800,1200,22000,,,19008,1200,20208,19808,1200,21008,19808,1200,21008,20800,1200,22000,,,2000,2000,2000,2000,,,,,,,,,10252,13620,13620,14086,8726,8726,8726,8726,7443,8808,8808,9248,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138309,3,"Rasmussen University-Tampa/Brandon","330 Brandon Town Center Drive","Brandon","FL","33511",12,5,"Ann Leja","Interim President","8132467600","200390754 ","962729591","00869420  ",1,460312,"https://www.rasmussen.edu/","https://www.rasmussen.edu/","https://www.rasmussen.edu/","https://www.rasmussen.edu/","https://npc.collegeboard.org/app/rasmussen","https://www.rasmussen.edu/tuition/military-benefits/"," ","https://www.rasmussen.edu/student-life/disability-services/",3,1,3,9,1,1,13,1,2,2,21,1,"A",1,1,1,1,45300,1,-2,-2,12057,"Hillsborough County",1215,-82.328296,27.936953,1,0,1,1,1,0,1,0,1,0,0,1,0,1,2,0,2,9360,1575,10935,9360,1575,10935,10359,1695,12054,10072,1635,11707,,,9360,1575,10935,9360,1575,10935,10359,1695,12054,10072,1635,11707,,,9360,1575,10935,9360,1575,10935,10359,1695,12054,10072,1635,11707,,,180,180,74,69,,,,,,,,,8226,8433,8613,8721,4878,4941,4914,4878,4878,4941,4914,4878,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147369,3,"Moody Bible Institute - Spokane","6719 East Rutter Avenue #68","Spokane","WA","99212-1451",53,8,"Mark Jobe","President","3123294000","362167792 ","120979799","00172732  ",1,497064,"https://www.moody.edu/undergrad/aviation/","https://www.moody.edu/admissions/undergrad","https://www.moody.edu/undergrad/aviation/financial-aid/","https://www.moody.edu/apply/LocalAccount/login?ReturnUrl=%2fapply%2f","https://www.moody.edu/siteassets/website_assets/files/financial-aid/net-price-calculator/npcalc-spokane.html","https://www.moody.edu/federal-financial-aid/veterans-benefits/"," ","https://www.moody.edu/student-services/disability-services/",2,1,2,5,1,2,30,1,2,2,12,1,"N",1,1,1,1,44060,1,518,-2,53063,"Spokane County",5305,-117.313336,47.682052,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,50,2,,,,,,,,,,14400,0,14400,,,,,,,,,,,,14400,0,14400,,,,,,,,,,,,14400,0,14400,,,,,,932,,,,,,,,,,,,6264,,,,5968,,,,5968,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150853,3,"PJ's College of Cosmetology- Jeffersonville","1710 E. 10th Street","Jeffersonville","IN","47130-6290",18,3,"Judith EStewart","CEO/President","3178468999","351282799 ","168479137","02241703  ",1,468635,"https://www.gotopjs.com/","https://www.gotopjs.com/","https://www.gotopjs.com/","https://www.gotopjs.com/","https://www.gotopjs.com/","https://www.gotopjs.com/"," ","https://www.gotopjs.com/",9,3,3,2,1,2,0,2,2,2,21,1,"A",1,1,1,1,31140,1,350,-2,18019,"Clark County",1809,-85.723508,38.300098,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.0401",1500,1,13,52,900,30,15100,17216,17216,17216,2000,2500,2500,2500,,,,,,,,,11154,11154,11856,11856,9087,9087,9087,9087,8125,8125,8125,8125
150987,3,"Ivy Tech Community College-East Central","4301 S Cowan Rd","Muncie","IN","47302-9448",18,3,"Jeffrey Scott","Chancellor","7652892291","351180631 ","098139157|132273103","00991713  ",1,151005,"www.ivytech.edu/muncie/","www.ivytech.edu/admissions","www.ivytech.edu/financial-aid","www.ivytech.edu/apply-now","www.ivytech.edu/financial-aid/estimator.html"," "," ","www.ivytech.edu/dss/index.html",4,2,1,3,1,2,40,1,2,2,41,1,"A",1,1,1,1,34620,1,294,-2,18035,"Delaware County",1806,-85.406084,40.155993,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,2,4218,150,4368,4350,150,4500,4487,150,4637,4487,150,4637,,,4218,150,4368,4350,150,4500,4487,150,4637,4487,150,4637,,,8252,150,8402,8511,150,8661,8777,150,8927,8777,150,8927,,,1420,1440,1460,1050,,,,,,,,,6336,6656,6848,7808,4160,4224,4256,4192,3584,3648,3680,4192,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156310,3,"PJ's College of Cosmetology- Indianapolis","4010 South Emerson Avenue","Indianapolis","IN","46203-3120",18,3,"JUDITH STEWART","PRESIDENT/OWNER","3178468999320","351325815 ","024551393","02337203  ",1,152187,"www.gotopjs.com/","https://www.gotopjs.com/","https://www.gotopjs.com/"," ","https://www.gotopjs.com/"," "," ","www.gotopjs.com/",9,3,3,2,1,2,0,2,2,2,21,1,"A",1,1,1,1,26900,1,294,-2,18097,"Marion County",1807,-86.083249,39.708721,1,0,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.0401",1500,1,13,52,900,30,15100,17216,17216,17216,2000,2500,2500,2500,,,,,,,,,11128,15951,15951,15951,4160,5642,5642,5642,2171,5642,5642,5642
160612,3,"Southeastern Louisiana University - Destrahan High","#1 Wildcat Lane","Destrehan","LA","70047-4002",22,5,"Dr. John Crain","President","9855492000","726000816 ","065470684","00202406  ",1,492403,"www.southeastern.edu/","www.southeastern.edu/admin/admissions/index.html","www.southeastern.edu/admin/fin_aid/","www.southeastern.edu/apply/","www.southeastern.edu/admin/fin_aid/net_price_calculator/index.html"," ","lionsports.net/documents/2021/8/4//SRK_Grad_Rates_2_.pdf?id=7003","www.southeastern.edu/admin/access_srv/index.html",1,1,1,7,2,1,20,1,2,2,21,1,"A",1,1,1,1,35380,1,406,-2,22089,"St. Charles Parish",2206,-90.382862,29.964853,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161493,3,"Empire Beauty School-Bangor","639 Broadway","Bangor","ME","04401",23,1,"Franklin K. Schoeneman","Chairman/CEO","8009204593","208939053 ","829968580","00945903  ",1,434797,"www.empire.edu/","www.empire.edu/","www.empire.edu/","www.empire.edu/apply-now","www.empire.edu/net-price-calculator"," "," ","www.empire.edu/",9,3,3,2,1,2,0,2,2,2,13,1,"A",1,1,1,1,12620,1,-2,70750,23019,"Penobscot County",2302,-68.777161,44.824546,1,0,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.0401",1500,1,11,43,900,26,17625,17625,17625,17625,2750,2750,2750,2750,,,,,,,,,8740,8912,9170,10148,7751,8224,8460,8643,7751,8224,8460,8643
168847,3,"Baker College of Auburn Hills","1500 University Drive","Auburn Hills","MI","48326-9600",26,3,"Pete Karsten","President","2483400600","383474279 ","191781723","00467305  ",1,404073,"www.baker.edu/","www.baker.edu/admissions-and-aid/undergraduate-admissions/","www.baker.edu/admissions-and-aid/tuition-and-aid/financial-aid","www.baker.edu/apply","npc.baker.edu/","https://www.baker.edu/admissions-and-aid/tuition-and-aid/tuition"," ","my.baker.edu/ICS/My_Services/Student_Services_Center/OneStop/Disability_Services/",2,1,2,6,1,1,30,1,2,2,21,1,"A",1,1,1,1,19820,1,220,-2,26125,"Oakland County",2611,-83.249027,42.659868,0,0,0,1,1,0,1,1,0,0,0,0,0,1,2,30,2,9600,200,9800,9720,200,9920,9960,200,10160,12180,240,12420,,,9600,200,9800,9720,200,9920,9960,200,10160,12180,240,12420,,,9600,200,9800,9720,200,9920,9960,200,10160,12180,240,12420,,,1000,1000,1000,1000,,,,,,,,,7200,7700,8000,8000,4800,4800,4800,4800,4800,4800,4800,4800,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169479,3,"Davenport University-Warren Location","27650 Dequindre Rd","Warren","MI","48092-5209",26,3,"Richard Pappas","President","5865588700","381945965 ","047529995","00224931  ",1,169600,"www.davenport.edu/"," "," "," "," "," "," "," ",2,1,2,8,1,1,20,1,2,2,12,1,"A",1,1,1,1,19820,1,220,-2,26099,"Macomb County",2609,-83.083800,42.495497,0,0,0,1,1,0,1,1,1,1,0,0,0,1,2,0,2,17544,870,18414,18408,930,19338,19320,940,20260,20064,900,20964,,,17544,870,18414,18408,930,19338,19320,940,20260,20064,900,20964,,,17544,870,18414,18408,930,19338,19320,940,20260,20064,900,20964,,,904,904,1008,1008,,,,,,,,,6324,6425,6425,5080,3452,4014,4014,5968,3452,4014,4014,5968,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173559,3,"M State - Wadena Campus","405 Colfax Avenue SW","Wadena","MN","56482-0566",27,4,"Pat Nordick","Chief Finance Officer","2187361500","411687554 ","790846299","00554106  ",1,175193,"www.minnesota.edu/","www.minnesota.edu/admissions/","www.minnesota.edu/financial-aid","eservices.minnstate.edu/adm/public/studentWelcome?campusId=142&appType=underGrad","www.minnesota.edu/net-price-calculator","www.minnesota.edu/veterans"," ","www.minnesota.edu/accessibility-resources",4,2,1,4,1,2,40,1,2,2,33,1,"A",1,1,1,1,-2,-2,-2,-2,27159,"Wadena County",2708,-95.144425,46.440806,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2,0,2,4821,449,5270,4965,490,5455,4965,490,5455,5267,490,5757,,,4821,449,5270,4965,490,5455,4965,490,5455,5267,490,5757,,,4821,449,5270,4965,490,5455,4965,490,5455,5267,490,5757,,,1960,1960,1960,1960,,,,,,,,,6724,6724,6724,6724,2800,2800,2800,2800,2800,2800,2800,2800,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175014,3,"Rasmussen University-Mankato","1400 Madison Avenue","Mankato","MN","56001-5476",27,4,"Ann Leja","Interim President","5076256556","200390754 ","140789509","00869409  ",1,174631,"https://www.rasmussen.edu/","https://www.rasmussen.edu/","https://www.rasmussen.edu/","https://www.rasmussen.edu/","https://npc.collegeboard.org/app/rasmussen","https://www.rasmussen.edu/tuition/military-benefits/"," ","https://www.rasmussen.edu/student-life/disability-services/",3,1,3,9,1,1,13,1,2,2,13,1,"A",1,1,1,1,31860,1,359,-2,27013,"Blue Earth County",2701,-93.971015,44.168841,1,0,1,1,1,0,1,0,1,0,0,1,0,1,2,0,2,9360,1575,10935,9360,1575,10935,10526,1707,12233,10609,1654,12263,,,9360,1575,10935,9360,1575,10935,10526,1707,12233,10609,1654,12263,,,9360,1575,10935,9360,1575,10935,10526,1707,12233,10609,1654,12263,,,180,180,84,74,,,,,,,,,8226,8433,8613,8721,4878,4941,4914,4878,4878,4941,4914,4878,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177065,3,"Columbia College - Denver","6892 S. Yosemite Ct Suite 3-100","Centennial","CO","80112-1464",8,7,"Dr. David Russell","President","8002312391","430655867 ","077122315","00245605  ",1,489441,"www.ccis.edu/locations/denver.aspx","www.ccis.edu/admissions/","www.ccis.edu/offices/FinancialAid/","columbiacollegeapp.force.com/onlineapp/","https://www.ccis.edu/offices/financialaid/net-price-calculators.aspx","https://www.ccis.edu/military/","https://www.ccis.edu/offices/institutionalresearch/facts/eada.aspx","https://www.ccis.edu/SAR",2,1,2,7,1,1,20,1,2,2,12,1,"A",1,1,1,1,19740,1,216,-2,8005,"Arapahoe County",806,-104.884531,39.591850,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,2,8400,0,8400,8112,0,8112,8112,0,8112,8832,0,8832,,,8400,0,8400,8112,0,8112,8112,0,8112,8832,0,8832,,,8400,0,8400,8112,0,8112,8112,0,8112,8832,0,8832,,,480,480,480,480,,,,,,,,,8160,8384,8704,9536,7200,7776,8064,8352,7200,7776,8064,8352,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189088,3,"Bard College - Eastern NY Correctional Facility","30 Institution Road","Napanoch","NY","12458-0338",36,2,"Megan Callaghan","Director of College Operations","8457587308","141713034 ","082282989","00267111  ",1,492829," "," "," "," "," "," "," "," ",2,1,2,5,1,2,30,1,2,2,32,1,"A",1,1,1,1,28740,1,408,-2,36111,"Ulster County",3619,-74.363102,41.741299,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,2,12500,0,12500,12500,0,12500,12500,0,12500,12500,0,12500,,,12500,0,12500,12500,0,12500,12500,0,12500,12500,0,12500,,,12500,0,12500,12500,0,12500,12500,0,12500,12500,0,12500,,,0,,0,0,,,,,,,,,2500,2500,2500,2500,500,500,500,500,500,500,500,500,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201469,3,"Bryant & Stratton College-Cleveland","3030 Euclid Avenue","Cleveland","OH","44115-2798",39,3,"Paul Wehrum","Market Director","2167711700","160364420 ","166092163|884512922","00267810  ",1,202684,"https://www.bryantstratton.edu/","https://www.bryantstratton.edu/admissions","https://www.bryantstratton.edu/financial-aid","https://www.bryantstratton.edu/utilities/applynew","https://www.bryantstratton.edu/financial-aid/net-price-calculator","https://www.bryantstratton.edu/admissions/military","https://www.bryantstratton.edu/degrees/student-right-to-know","https://catalog.bryantstratton.edu/content.php?catoid=4&navoid=108#accommodations-for-students-with-disabilities",3,1,3,5,1,2,30,1,2,2,11,1,"A",1,1,1,1,17460,1,184,-2,39035,"Cuyahoga County",3911,-81.666759,41.502234,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,2,17118,165,17283,17467,165,17632,18009,165,18174,18009,165,18174,,,17118,165,17283,17467,165,17632,18009,165,18174,18009,165,18174,,,17118,165,17283,17467,165,17632,18009,165,18174,18009,165,18174,,,1800,1100,1800,1800,,,,,,,,,3500,3500,3500,3500,1480,1480,1480,1480,1480,1480,1480,1480,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206279,3,"Sacramento Center","160 Promenade Circle, Suite 115","Sacramento","CA","95834-1746",6,8,"Karen Webb","President","9165643100","310747997 ","060903952","01092302  ",1,420671,"www.myunion.edu/","https://www.myunion.edu/#academics","https://www.myunion.edu/current-students/financial-resources/","www.apply.myunion.edu/","www.myunion.edu/NetPrice/index.html","https://www.military.myunion.edu/","www.military.myunion.edu/","https://www.myunion.edu/current-students/student-services/disability-services/",2,1,2,9,1,1,12,1,2,2,11,1,"A",1,1,1,1,40900,1,472,-2,6067,"Sacramento County",606,-121.500459,38.636468,1,0,1,0,0,0,1,1,1,0,1,0,0,1,2,0,2,13080,176,13256,13080,176,13256,15510,176,15686,16841,300,17141,,,13080,176,13256,13080,176,13256,15510,176,15686,16841,300,17141,,,13080,176,13256,13080,176,13256,15510,176,15686,16841,300,17141,,,1216,1216,1216,1216,,,,,,,,,11508,11508,11508,11508,1200,1200,1200,1200,1200,1200,1200,1200,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207500,3,"University of Oklahoma - Nellis Air Force Base","4475 England Avenue","Nellis AFB","NV","89191-6506",32,8," "," ","4053252250","736017987 ","046862181","00318467  ",5,494223," "," "," "," "," "," "," "," ",1,1,1,7,1,1,20,1,2,2,21,1,"A",1,1,1,2,29820,1,332,-2,32003,"Clark County",3204,-115.041141,36.242056,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2,40,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212878,3,"Harrisburg Area Community College-Lebanon","735 Cumberland St","Lebanon","PA","17042-5235",42,2,"John J. Sygielski","President","7172704222","231639151 ","088176474","00327301  ",1,369181,"www.hacc.edu/","https://www.hacc.edu/Admissions/index.cfm","www.hacc.edu/Paying/CanIGetAid/FinancialAidBasics/index.cfm","https://start.hacc.edu/RecruitNewWFE/","www.hacc.edu/Paying/Net-Price-Calculator.cfm","www.hacc.edu/Admissions/Apply/Veterans.cfm"," ","www.hacc.edu/Students/DisabilityServices/index.cfm",4,2,1,3,1,2,40,1,2,2,13,1,"A",1,1,1,1,30140,1,276,-2,42075,"Lebanon County",4209,-76.423205,40.339655,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,2,5408,1275,6683,5408,1275,6683,5408,1350,6758,5520,1350,6870,,,6510,1425,7935,6660,1425,8085,6660,1500,8160,6795,1500,8295,,,7860,1575,9435,8010,1575,9585,8010,1650,9660,8168,1650,9818,,,1968,2064,2064,2064,,,,,,,,,8072,8072,8510,8300,4469,4469,4640,5000,4469,4469,4640,5000,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220552,3,"South College-Nashville","616 Marriott Drive","Nashville","TN","37214",47,5,"Nick South","Campus President","6298023000","621378783 ","074911579","00493806  ",1,496441,"https://www.south.edu/locations/nashville/","https://www.south.edu/admissions/","https://www.south.edu/admissions/financial-aid/","https://www.south.edu/admissions/apply/","https://www.south.edu/calculator.html","https://www.south.edu/"," ","https://www.south.edu/",3,1,3,7,1,1,20,1,2,2,11,1,"A",1,1,1,1,34980,1,400,-2,47037,"Davidson County",4705,-86.690462,36.144575,1,0,1,1,1,0,1,0,1,0,0,0,0,1,2,50,2,,,,,,,16450,525,16975,16450,885,17335,,,,,,,,,16450,525,16975,16450,885,17335,,,,,,,,,16450,525,16975,16450,885,17335,,,,,1298,1400,,,,,,,,,,,16056,16056,,,4023,4674,,,3823,4455,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227979,3,"San Jacinto Community College District - Generatio","13455 Lockwood Road","Houston","TX","77044-0000",48,6,"Dr. Laurel Williamson","President","2819986150","746028285 ","077422798","00360906  ",1,496131,"https://www.sanjac.edu/","https://www.sanjac.edu/steps-enroll","https://www.sanjac.edu/financial-aid","https://www.applytexas.org/adappc/gen/c_start.WBX","https://www.sanjac.edu/apply-register-pay/paying-college/payments/how-pay-college","https://www.sanjac.edu/student-services/student-support/veteran-services/veteran-benefits"," ","https://www.sanjac.edu/about-san-jac/college-operations/human-resources/individuals-disabilities-ada",4,2,1,3,1,2,40,1,2,2,41,1,"A",1,1,1,1,26420,1,288,-2,48201,"Harris County",4829,-95.212894,29.918755,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,,,,,,,1872,0,1872,1872,0,1872,,,,,,,,,3240,0,3240,3240,0,3240,,,,,,,,,5040,0,5040,5040,0,5040,,,,,1668,1676,,,,,,,,,,,8406,8446,,,4873,4896,,,4873,4896,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236939,3,"Washington State University-Tri Cities","2710 Crimson Way","Richland","WA","99354-1671",53,8,"Sandra Haynes","Chancellor","5093727000","916001108 ","041485301","00380002  ",1,438090,"https://tricities.wsu.edu/","https://tricities.wsu.edu/admissions/","https://tricities.wsu.edu/finaid/","https://www.tricities.wsu.edu/admissions/apply/","https://forms.financialaid.wsu.edu/cost-of-attendanceaid-estimator/npc/","https://tricities.wsu.edu/veterans/","https://ir.wsu.edu/ncaa-division-i-graduation-rates/","https://www.tricities.wsu.edu/current-students/disability/",1,1,1,9,1,1,12,1,2,2,13,1,"A",1,1,1,1,28420,1,313,-2,53005,"Benton County",5304,-119.263359,46.330784,1,0,1,0,0,0,1,1,1,0,1,0,0,1,2,50,2,9720,812,10532,9953,812,10765,10202,942,11144,10457,942,11399,,,9720,812,10532,9953,812,10765,10202,942,11144,10457,942,11399,,,23956,812,24768,24531,812,25343,25145,942,26087,25773,942,26715,,,960,960,960,960,,,,,,,,,11398,11648,11848,11848,3542,3542,3542,3542,3542,3542,3542,3542,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242972,3,"NUC University - Ponce","Hospital San Cristobal Route 506 Bo. Coto Laurel","Ponce","PR","00780",72,9,"Frances Vazquez Padilla","Chancellor","7878404474","660394377 ","194387122","02260603  ",1,458469,"www.nuc.edu/","www.nuc.edu/","www.nuc.edu/","www.nuc.edu/","https://nucmain.azurewebsites.net/npc/npcalc.htm","www.nuc.edu/"," ","www.nuc.edu/",3,1,3,7,1,1,20,1,2,2,23,1,"A",1,1,1,1,38660,1,434,-2,72113,"Ponce Municipio",7298,-66.548390,18.039644,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,2,6300,375,6675,6300,375,6675,6300,375,6675,6444,475,6919,,,6300,375,6675,6300,375,6675,6300,375,6675,6444,475,6919,,,6300,375,6675,6300,375,6675,6300,375,6675,11520,475,11995,,,833,781,889,1114,,,,,,,,,6652,6843,7108,7794,5899,6317,4237,3083,5899,6317,4237,3083,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243780,3,"Purdue University - Purdue Polytechnic South Bend","635 S. Lafayette Blvd","South Bend","IN","46601",18,3,"Gary Bertoline","Dean, Purdue Polytechnic Institute","5745204180","356002041 ","072051394","00182506  ",1,480259,"polytechnic.purdue.edu/south-bend","polytechnic.purdue.edu/south-bend/admissions","www.purdue.edu/dfa/","polytechnic.purdue.edu/south-bend/admissions/apply-at-south-bend","www.purdue.edu/dfa/cost/estimator.html"," "," "," ",1,1,1,5,1,2,30,1,2,2,12,1,"A",1,1,1,1,43780,1,515,-2,18141,"St. Joseph County",1802,-86.253891,41.668044,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,60,2,6895,0,6895,6895,0,6895,6895,0,6895,6518,0,6518,,,6895,0,6895,6895,0,6895,6895,0,6895,6518,0,6518,,,18147,0,18147,18147,0,18147,18147,0,18147,15579,0,15579,,,1160,1190,1050,1060,,,,,,,,,12840,13090,13270,13440,3400,3460,3510,3560,3400,3460,3510,3560,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
