UNITID,GRCOHRT,UGENTERN,PGRCOHRT,RRFTCT,RRFTEX,RRFTIN,RRFTCTA,RET_NMF,RET_PCF,RRPTCT,RRPTEX,RRPTIN,RRPTCTA,RET_NMP,RET_PCP,STUFACR
212009,577,621,93,677,0,0,677,601,89,0,0,0,0,0,,9
212045,75,122,61,76,0,0,76,67,88,0,0,0,0,0,,12
212054,2914,3555,82,2831,3,0,2828,2460,87,23,0,0,23,15,65,9
212106,1439,1659,87,1142,0,0,1142,957,84,2,0,0,2,1,50,12
212115,1144,1531,75,673,0,0,673,495,74,6,0,0,6,1,17,20
212133,432,807,54,285,0,0,285,212,74,0,0,0,0,0,,15
212197,462,552,84,433,0,0,433,368,85,1,0,0,1,1,100,13
212230,,,,24,0,0,24,20,83,0,0,0,0,0,,11
212267,,,,36,0,0,36,29,81,15,0,0,15,8,53,17
212276,,,,34,0,0,34,31,91,10,0,0,10,6,60,20
212294,,,,23,0,0,23,14,61,4,0,0,4,1,25,18
212300,,,,45,0,0,45,34,76,0,0,0,0,0,,21
212328,,,,27,0,0,27,15,56,10,0,0,10,5,50,18
212337,,,,18,0,0,18,10,56,14,0,0,14,3,21,21
212355,,,,37,0,0,37,29,78,15,0,0,15,12,80,23
212382,,,,37,0,0,37,21,57,17,0,0,17,8,47,23
212391,,,,17,0,0,17,10,59,8,0,0,8,4,50,15
212434,38,38,100,61,0,0,61,40,66,,,,,,,6
212577,487,504,97,509,0,0,509,447,88,,,,,,,9
212601,639,1075,59,625,2,0,623,490,79,6,0,0,6,4,67,13
212656,274,388,71,243,0,0,243,183,75,2,0,0,2,0,0,11
212674,644,661,97,623,2,0,621,550,89,,,,,,,10
212753,,,,40,1,0,39,32,82,15,0,0,15,10,67,17
212771,,,,,,,,,,,,,,,,12
212805,609,737,83,618,0,0,618,545,88,,,,,,,13
212832,143,403,35,140,0,0,140,107,76,0,0,0,0,0,,8
212869,162,401,40,110,0,0,110,56,51,38,0,0,38,13,34,4
212878,823,4099,20,863,0,0,863,461,53,748,0,0,748,292,39,13
212911,362,378,96,411,0,0,411,395,96,,,,,,,8
212975,39,40,98,37,0,0,37,30,81,,,,,,,4
212984,338,585,58,348,2,0,346,274,79,1,0,0,1,1,100,13
212993,19,24,79,10,0,0,10,9,90,1,0,0,1,0,0,16
213011,200,482,41,285,0,0,285,237,83,3,0,0,3,3,100,10
213020,1725,2286,75,1577,2,0,1575,1112,71,16,0,0,16,6,38,21
213163,,,,10,0,0,10,5,50,,,,,,,13
213181,,,,111,0,0,111,79,71,25,0,0,25,21,84,11
213233,183,292,63,178,0,0,178,131,74,5,0,0,5,4,80,8
213251,296,376,79,331,0,0,331,267,81,1,0,0,1,1,100,10
213303,186,299,62,197,0,0,197,127,64,5,0,0,5,3,60,14
213321,363,483,75,417,0,0,417,324,78,1,0,0,1,1,100,11
213330,,,,7,0,0,7,6,86,,,,,,,8
213349,1595,2024,79,1487,0,0,1487,1179,79,3,0,0,3,2,67,20
213358,125,1155,11,147,0,0,147,98,67,0,0,0,0,0,,12
213367,555,1148,48,450,0,0,450,312,69,1,1,0,0,0,,12
213376,367,703,52,3,0,0,3,2,67,0,0,0,0,0,,21
213385,757,778,97,782,0,0,782,703,90,,,,,,,10
213400,167,449,37,140,0,0,140,113,81,6,0,0,6,2,33,16
213455,,,,27,0,0,27,24,89,161,0,0,161,98,61,20
213473,9,11,82,13,0,0,13,9,69,3,0,0,3,2,67,10
213491,,,,12,0,0,12,12,100,30,0,0,30,27,90,15
213507,426,535,80,474,1,0,473,422,89,0,0,0,0,0,,11
213525,760,2730,28,759,0,0,759,477,63,499,0,0,499,219,44,19
213534,,,,63,0,0,63,43,68,2,1,0,1,1,100,10
213543,1511,1567,96,1519,0,0,1519,1380,91,,,,,,,10
213570,,,,116,0,0,116,73,63,,,,,,,18
213589,,,,81,0,0,81,59,73,15,0,0,15,10,67,21
213598,397,459,86,474,0,0,474,374,79,3,0,0,3,1,33,13
213622,,,,6,0,0,6,1,17,,,,,,,11
213659,499,1650,30,507,0,0,507,305,60,317,0,0,317,132,42,15
213668,296,330,90,318,0,1,319,230,72,,,,,,,11
213774,120,286,42,23,0,0,23,14,61,2,0,0,2,0,0,11
213826,443,553,80,452,0,0,452,373,83,4,0,0,4,0,0,11
213914,50,76,66,85,0,0,85,63,74,,,,,,,15
213932,,,,,,,,,,,,,,,,9
213987,539,700,77,580,1,0,579,463,80,7,0,0,7,7,100,14
213996,587,806,73,550,0,0,550,473,86,1,0,0,1,0,0,13
214023,2,4,50,2,0,0,2,2,100,1,0,0,1,1,100,5
214041,1152,1687,68,1179,0,0,1179,903,77,41,0,0,41,6,15,18
214069,367,478,77,360,0,0,360,289,80,0,0,0,0,0,,9
214111,867,3000,29,941,0,0,941,614,65,706,0,0,706,341,48,16
214148,113,128,88,97,0,0,97,71,73,1,0,0,1,0,0,7
214157,425,581,73,449,0,0,449,349,78,0,0,0,0,0,,10
214166,295,2020,15,158,0,0,158,117,74,3,0,0,3,1,33,11
214175,420,466,90,450,0,0,450,409,91,,,,,,,8
214272,392,522,75,358,0,0,358,254,71,1,0,0,1,1,100,13
214290,,,,211,1,0,210,172,82,,,,,,,20
214379,943,3320,28,1118,0,0,1118,700,63,611,5,0,606,246,41,19
214476,,,,6,0,0,6,6,100,,,,,,,10
214528,,,,,,,,,,,,,,,,14
214582,69,298,23,0,0,0,0,0,,0,0,0,0,0,,15
214591,829,889,93,775,0,0,775,637,82,3,0,0,3,3,100,12
214625,134,169,79,127,0,0,127,96,76,0,0,0,0,0,,8
214634,49,76,64,28,0,0,28,23,82,0,0,0,0,0,,6
214643,127,159,80,87,0,0,87,75,86,1,0,0,1,0,0,10
214652,226,270,84,219,1,0,218,170,78,2,0,0,2,0,0,12
214670,263,335,79,240,0,0,240,190,79,2,0,0,2,0,0,14
214689,897,998,90,991,1,0,990,763,77,15,0,0,15,6,40,12
214698,168,195,86,178,0,0,178,129,72,1,0,0,1,0,0,11
214704,621,736,84,586,0,0,586,444,76,9,0,0,9,3,33,13
214713,1189,1436,83,1084,0,0,1084,870,80,6,0,0,6,2,33,14
214731,385,452,85,419,0,0,419,309,74,4,0,0,4,1,25,13
214740,97,109,89,94,0,0,94,81,86,0,0,0,0,0,,8
214759,102,122,84,134,1,0,133,98,74,0,0,0,0,0,,8
214768,149,186,80,176,0,0,176,134,76,0,0,0,0,0,,9
214777,9181,9730,94,8559,1,0,8558,7786,91,54,0,0,54,36,67,15
214786,113,135,84,122,0,0,122,80,66,0,0,0,0,0,,8
214795,189,229,83,161,0,0,161,120,75,,,,,,,10
214801,869,1070,81,890,0,0,890,672,76,14,0,0,14,10,71,15
214810,175,201,87,165,0,0,165,133,81,1,0,0,1,1,100,12
214829,189,241,78,189,0,0,189,137,72,3,0,0,3,2,67,11
214883,2,107,2,2,0,0,2,2,100,0,0,0,0,0,,9
214892,50,84,60,45,0,0,45,39,87,,,,,,,9
214944,,,,193,0,0,193,144,75,24,0,0,24,17,71,10
214971,19,30,63,10,0,0,10,8,80,0,0,0,0,0,,5
215008,,,,10,0,0,10,8,80,,,,,,,15
215044,,,,36,0,0,36,4,11,,,,,,,15
215053,63,96,66,38,0,0,38,23,61,3,0,0,3,2,67,7
215062,2415,2830,85,2338,3,0,2335,2297,98,61,0,0,61,57,93,8
215105,182,247,74,270,0,0,270,215,80,0,0,0,0,0,,7
215114,200,278,72,154,0,0,154,122,79,2,0,0,2,1,50,11
215239,1324,3333,40,1019,0,0,1019,599,59,1009,1,0,1008,414,41,13
215266,296,375,79,248,0,0,248,175,71,0,0,0,0,0,,13
215275,409,507,81,327,0,0,327,207,63,0,0,0,0,0,,16
215284,517,644,80,463,1,0,462,353,76,0,0,0,0,0,,15
215293,4386,9669,45,4869,4,0,4865,4508,93,6,1,0,5,4,80,13
215309,7,11,64,5,0,0,5,1,20,0,0,0,0,0,,2
215336,,,,7,0,0,7,4,57,,,,,,,12
215381,190,213,89,198,0,0,198,148,75,,,,,,,14
215390,,,,13,0,0,13,12,92,23,0,0,23,21,91,13
215415,323,546,59,12,0,0,12,9,75,,,,,,,13
215442,555,773,72,601,0,0,601,437,73,0,0,0,0,0,,11
215479,,,,,,,,,,,,,,,,6
215530,,,,26,0,0,26,24,92,5,0,0,5,4,80,10
215585,314,1811,17,333,0,0,333,236,71,337,0,0,337,171,51,19
215594,,,,18,0,0,18,14,78,8,0,0,8,7,88,7
215637,73,73,100,44,0,0,44,8,18,,,,,,,15
215655,586,784,75,671,0,0,671,547,82,5,0,0,5,4,80,13
215682,121,154,79,160,0,0,160,125,78,,,,,,,15
215691,76,146,52,100,0,0,100,82,82,6,1,0,5,3,60,13
215743,327,978,33,395,0,0,395,337,85,,,,,,,15
215770,1095,1270,86,1340,0,0,1340,1149,86,2,0,0,2,1,50,10
215798,342,400,86,375,0,0,375,315,84,1,0,0,1,1,100,11
215886,,,,25,0,0,25,22,88,6,0,0,6,6,100,6
215929,1043,1174,89,813,0,0,813,692,85,12,0,0,12,9,75,12
215947,384,463,83,354,0,0,354,282,80,0,0,0,0,0,,13
215974,,,,8,0,0,8,3,38,,,,,,,6
215983,,,,,,,,,,,,,,,,5
215992,57,79,72,56,1,0,55,39,71,,,,,,,10
216010,1077,1451,74,998,0,0,998,684,69,24,0,0,24,2,8,17
216038,1459,1961,74,1369,1,0,1368,1126,82,1,0,0,1,1,100,19
216047,3,4,75,6,0,0,6,5,83,,,,,,,6
216074,,,,83,0,0,83,75,90,65,0,0,65,57,88,8
216083,69,100,69,103,0,0,103,87,84,1,0,0,1,1,100,8
216162,,,,,,,,,,,,,,,,10
216223,,,,15,0,0,15,11,73,,,,,,,10
216278,578,610,95,555,0,0,555,474,85,,,,,,,13
216287,433,436,99,454,0,0,454,436,96,,,,,,,8
216296,555,652,85,451,0,0,451,383,85,3,0,0,3,1,33,16
216311,32,34,94,34,0,0,34,32,94,,,,,,,15
216339,4614,6139,75,4881,1,6,4886,4116,84,41,0,0,41,19,46,12
216357,228,270,84,240,0,0,240,170,71,1,0,0,1,0,0,11
216366,756,1488,51,683,0,0,683,558,82,1,0,0,1,0,0,13
216436,23,41,56,31,0,0,31,17,55,,,,,,,8
216445,27,40,68,39,0,0,39,26,67,,,,,,,8
216454,24,25,96,15,0,0,15,12,80,,,,,,,7
216524,381,424,90,433,0,0,433,357,82,,,,,,,10
216542,131,177,74,119,0,0,119,85,71,6,0,0,6,4,67,11
216551,29,42,69,32,0,0,32,32,100,5,0,0,5,5,100,10
216579,,,,38,0,0,38,30,79,,,,,,,20
216597,1762,1915,92,1767,0,0,1767,1697,96,5,0,0,5,3,60,10
216630,,,,,,,,,,,,,,,,6
216667,348,380,92,328,0,0,328,272,83,,,,,,,10
216694,299,328,91,294,0,0,294,213,72,0,0,0,0,0,,12
216746,,,,19,0,0,19,19,100,1,0,0,1,1,100,15
216764,2984,4293,70,2614,1,0,2613,2149,82,14,0,0,14,7,50,20
216773,,,,13,0,0,13,10,77,,,,,,,11
216807,287,335,86,303,0,0,303,249,82,1,0,0,1,0,0,12
216825,424,908,47,456,0,0,456,304,67,333,0,0,333,143,43,17
216852,533,717,74,591,0,0,591,446,75,8,0,0,8,6,75,11
216931,464,648,72,541,0,0,541,385,71,15,0,0,15,3,20,13
216940,116,124,94,98,0,0,98,85,87,,,,,,,11
217013,136,281,48,136,0,0,136,94,69,0,0,0,0,0,,13
217040,9,9,100,16,0,0,16,12,75,,,,,,,7
217059,745,990,75,731,0,0,731,556,76,7,0,0,7,4,57,13
217077,,,,144,0,0,144,127,88,,,,,,,9
217156,1717,2120,81,1705,0,0,1705,1682,99,,,,,,,6
217165,964,1053,92,671,0,0,671,576,86,0,0,0,0,0,,13
217235,985,1165,85,1092,0,0,1092,821,75,9,0,0,9,3,33,14
217305,439,622,71,0,0,0,0,0,,,,,,,,12
217323,,,,493,0,0,493,351,71,,,,,,,13
217402,1154,1292,89,1032,0,0,1032,928,90,8,0,0,8,5,63,11
217420,653,1248,52,583,1,0,582,413,71,26,0,0,26,12,46,11
217475,2329,4482,52,2100,8,0,2092,1245,60,753,7,0,746,299,40,17
217484,3404,4959,69,3188,0,0,3188,2702,85,16,0,0,16,11,69,17
217493,481,495,97,496,0,0,496,473,95,,,,,,,9
217518,1057,1657,64,999,0,0,999,771,77,4,0,0,4,1,25,14
217536,592,653,91,562,0,0,562,463,82,0,0,0,0,0,,13
217581,,,,28,0,0,28,22,79,8,0,0,8,5,63,17
217606,27,56,48,25,0,0,25,21,84,8,0,0,8,2,25,9
217615,277,947,29,198,0,0,198,109,55,248,0,0,248,104,42,14
217624,169,207,82,124,0,0,124,72,58,5,0,0,5,1,20,15
217633,796,1188,67,774,0,0,774,625,81,2,0,0,2,1,50,14
217688,723,1041,69,676,8,0,668,470,70,14,0,0,14,1,7,12
217712,153,824,19,153,0,0,153,74,48,210,0,0,210,93,44,12
217721,384,540,71,582,0,0,582,378,65,0,0,0,0,0,,17
217749,576,840,69,537,0,0,537,427,80,19,0,0,19,9,47,12
217776,144,333,43,132,0,0,132,88,67,2,0,0,2,0,0,12
217794,,,,19,0,0,19,14,74,3,0,0,3,1,33,15
217819,2204,2956,75,2464,3,0,2461,1966,80,9,0,0,9,4,44,16
217828,,,,17,0,0,17,11,65,6,0,0,6,5,83,16
217837,79,502,16,70,0,0,70,34,49,177,0,0,177,69,39,13
217864,676,802,84,565,0,0,565,476,84,1,0,0,1,0,0,11
217873,384,485,79,305,0,0,305,240,79,,,,,,,13
217882,4575,6258,73,4585,0,0,4585,4236,92,8,0,0,8,1,13,16
217891,55,68,81,30,0,0,30,9,30,0,0,0,0,0,,10
217907,188,476,39,211,0,0,211,133,63,2,0,0,2,1,50,12
217925,162,381,43,165,0,0,165,109,66,13,0,0,13,5,38,13
217934,170,397,43,191,0,0,191,106,55,16,0,0,16,6,38,11
217961,225,295,76,295,0,0,295,218,74,1,0,0,1,1,100,9
217989,160,312,51,96,0,0,96,44,46,10,0,0,10,5,50,14
217998,268,370,72,230,0,0,230,146,63,45,0,0,45,20,44,15
218025,428,1141,38,372,0,0,372,231,62,182,0,0,182,76,42,17
218061,611,1509,40,697,0,0,697,450,65,2,0,0,2,1,50,13
218070,647,688,94,653,0,0,653,573,88,,,,,,,9
218113,1450,4278,34,0,0,0,0,0,,0,0,0,0,0,,17
218140,829,2796,30,757,0,0,757,477,63,225,0,0,225,90,40,23
218159,,,,11,0,0,11,10,91,4,0,0,4,1,25,20
218195,,,,5,0,0,5,4,80,1,0,0,1,1,100,20
218229,838,1230,68,892,0,0,892,592,66,7,0,0,7,1,14,16
218238,324,530,61,278,0,0,278,181,65,5,0,0,5,2,40,11
218335,,,,,,,,,,,,,,,,8
218353,1433,3757,38,1295,1,0,1294,606,47,554,0,0,554,201,36,17
218399,118,163,72,90,0,0,90,36,40,,,,,,,10
218414,415,509,82,328,0,0,328,226,69,0,0,0,0,0,,14
218441,487,810,60,429,0,0,429,305,71,2,0,0,2,0,0,13
218487,177,795,22,158,0,0,158,107,68,53,0,0,53,23,43,13
218520,576,2015,29,502,0,0,502,308,61,296,0,0,296,122,41,11
218539,269,380,71,215,0,0,215,147,68,,,,,,,11
218645,548,1154,47,524,0,0,524,316,60,2,0,0,2,0,0,15
218654,469,787,60,408,0,0,408,247,61,16,0,0,16,6,38,14
218663,6567,8159,80,6165,0,0,6165,5525,90,9,0,0,9,5,56,18
218672,334,940,36,361,0,0,361,134,37,6,0,0,6,1,17,16
218681,128,368,35,125,0,0,125,53,42,7,0,0,7,2,29,14
218690,196,961,20,260,0,0,260,148,57,6,0,0,6,1,17,16
218706,106,528,20,145,0,0,145,75,52,2,0,0,2,1,50,15
218724,2653,3402,78,2511,0,0,2511,1772,71,8,0,0,8,0,0,16
218733,817,1042,78,526,0,0,526,358,68,60,0,0,60,6,10,17
218742,685,1486,46,591,0,0,591,378,64,6,0,0,6,2,33,15
218821,451,558,81,0,0,0,0,0,,0,0,0,0,0,,18
218830,770,2695,29,872,1,0,871,532,61,446,0,0,446,168,38,18
218858,368,1244,30,288,0,0,288,175,61,157,0,0,157,61,39,15
218885,1877,2942,64,1884,0,0,1884,1031,55,162,0,0,162,70,43,19
218894,1123,3875,29,1145,0,0,1145,689,60,721,0,0,721,252,35,20
218919,120,244,49,78,0,0,78,51,65,3,0,0,3,1,33,13
218955,42,300,14,33,0,0,33,15,45,53,0,0,53,23,43,9
218964,707,1271,56,817,0,0,817,547,67,1,0,0,1,1,100,12
218973,507,538,94,457,0,0,457,405,89,,,,,,,11
218991,666,1762,38,615,0,0,615,383,62,184,0,0,184,64,35,19
219000,553,648,85,466,0,0,466,382,82,1,0,0,1,1,100,12
219037,,,,29,0,0,29,17,59,0,0,0,0,0,,7
219046,444,1460,30,374,0,0,374,266,71,16,0,0,16,6,38,18
219082,363,1164,31,345,0,0,345,257,74,13,0,0,13,10,77,18
219091,164,249,66,167,0,0,167,115,69,0,0,0,0,0,,12
219125,,,,19,0,0,19,19,100,0,0,0,0,0,,12
219143,604,1029,59,707,1,0,706,570,81,35,0,0,35,15,43,17
219170,,,,,,,,,,,,,,,,12
219189,406,670,61,418,0,0,418,337,81,11,0,0,11,7,64,13
219198,152,228,67,174,0,0,174,123,71,5,0,0,5,3,60,13
219204,6,190,3,6,0,0,6,2,33,29,0,0,29,6,21,6
219240,,,,3,0,0,3,2,67,15,0,0,15,12,80,5
219259,280,1454,19,288,0,0,288,212,74,12,0,0,12,6,50,16
219277,56,154,36,33,0,0,33,22,67,17,0,0,17,5,29,10
219295,79,200,40,69,0,0,69,35,51,0,0,0,0,0,,11
219338,,,,,,,,,,,,,,,,10
219347,523,699,75,483,0,0,483,400,83,8,0,0,8,5,63,12
219356,2123,3535,60,1924,1,0,1923,1516,79,41,0,0,41,16,39,18
219374,65,199,33,3,0,0,3,3,100,8,0,0,8,5,63,16
219383,302,436,69,303,0,0,303,223,74,6,0,0,6,6,100,17
219392,,,,,,,,,,,,,,,,4
219408,16,42,38,0,0,0,0,0,,0,0,0,0,0,,7
219426,522,1262,41,676,2,0,674,482,72,246,0,0,246,165,67,11
219453,,,,31,0,0,31,29,94,,,,,,,11
219471,1262,2988,42,1114,1,0,1113,910,82,36,0,0,36,19,53,14
219480,153,708,22,154,0,0,154,101,66,37,1,0,36,20,56,9
219505,5,10,50,6,0,0,6,5,83,,,,,,,5
219587,,,,45,0,0,45,41,91,,,,,,,12
219596,,,,53,0,0,53,31,58,,,,,,,20
219602,1322,2223,59,609,0,0,609,399,66,98,0,0,98,22,22,14
219639,36,153,24,63,0,0,63,40,63,5,0,0,5,3,60,7
219709,1910,2335,82,1827,0,0,1827,1535,84,7,0,0,7,3,43,12
219718,382,2536,15,445,0,0,445,248,56,30,0,0,30,8,27,17
219790,218,730,30,228,0,0,228,156,68,4,0,0,4,2,50,13
219806,299,493,61,394,0,0,394,266,68,1,0,0,1,1,100,10
219824,1177,1768,67,1153,0,0,1153,608,53,141,0,0,141,38,27,13
219833,175,376,47,271,0,0,271,193,71,0,0,0,0,0,,9
219842,,,,,,,,,,,,,,,,14
219851,,,,33,0,0,33,30,91,,,,,,,10
219879,686,858,80,604,0,0,604,346,57,103,0,0,103,36,35,20
219888,1119,2767,40,1347,0,0,1347,652,48,106,0,0,106,37,35,19
219903,,,,379,0,0,379,222,59,,,,,,,34
219921,,,,41,0,0,41,25,61,5,0,0,5,5,100,18
219949,623,1048,59,190,0,0,190,112,59,3,0,0,3,2,67,16
219976,696,904,77,660,1,0,659,554,84,3,0,0,3,2,67,13
219994,,,,103,0,0,103,83,81,11,0,0,11,10,91,17
220002,4,5,80,0,0,0,0,0,,,,,,,,10
220057,457,735,62,486,0,0,486,261,54,70,0,0,70,42,60,23
220075,2007,3186,63,1832,0,0,1832,1317,72,24,0,0,24,16,67,16
220118,72,183,39,72,0,0,72,18,25,,,,,,,25
220127,,,,101,0,0,101,87,86,3,0,0,3,2,67,19
220163,,,,11,0,0,11,10,91,13,0,0,13,11,85,20
220181,299,348,86,289,0,0,289,229,79,6,0,0,6,2,33,12
220206,49,136,36,47,0,0,47,33,70,14,0,0,14,8,57,8
220215,331,713,46,369,0,0,369,341,92,2,0,0,2,1,50,13
220251,,,,55,0,0,55,39,71,3,0,0,3,0,0,20
220279,,,,62,0,0,62,56,90,10,0,0,10,8,80,13
220321,,,,53,0,0,53,37,70,16,0,0,16,13,81,20
220394,,,,62,0,0,62,53,85,0,0,0,0,0,,12
220400,596,892,67,731,0,0,731,324,44,94,0,0,94,36,38,19
220464,14,74,19,13,0,0,13,9,69,5,0,0,5,1,20,15
220473,155,232,67,141,0,0,141,108,77,8,0,0,8,2,25,10
220491,,,,1,0,0,1,1,100,5,0,0,5,4,80,16
220516,147,362,41,182,0,0,182,124,68,3,0,0,3,2,67,11
220552,,,,17,0,0,17,10,59,6,0,0,6,2,33,16
220598,293,388,76,296,0,0,296,180,61,3,0,0,3,1,33,15
220604,114,206,55,65,0,0,65,41,63,10,0,0,10,1,10,11
220613,516,927,56,617,0,0,617,490,79,3,0,0,3,0,0,12
220631,312,621,50,257,0,0,257,199,77,5,0,0,5,1,20,8
220640,,,,86,0,0,86,65,76,22,0,0,22,18,82,25
220701,207,386,54,214,0,0,214,142,66,1,0,0,1,0,0,12
220710,278,416,67,274,0,0,274,182,66,0,0,0,0,0,,12
220756,,,,19,0,0,19,12,63,1,0,0,1,1,100,14
220765,,,,195,0,0,195,137,70,84,0,0,84,39,46,20
220853,,,,126,0,0,126,80,63,21,0,0,21,10,48,20
220862,2322,5870,40,2500,1,0,2499,1867,75,93,0,0,93,40,43,17
220978,2764,4491,62,2707,0,0,2707,2059,76,45,0,0,45,24,53,16
221050,,,,120,0,0,120,99,83,24,0,0,24,19,79,20
221096,1444,1963,74,1439,0,0,1439,742,52,160,0,0,160,62,39,23
221102,,,,96,0,0,96,79,82,12,0,0,12,5,42,20
221148,,,,291,0,0,291,220,76,,,,,,,20
221184,1158,2055,56,1116,0,0,1116,465,42,256,0,0,256,102,40,20
221236,,,,51,0,0,51,42,82,23,0,0,23,19,83,12
221281,,,,34,0,0,34,27,79,1,0,0,1,1,100,11
221333,,,,53,0,0,53,40,75,21,0,0,21,13,62,13
221351,478,501,95,592,0,0,592,538,91,,,,,,,9
221388,,,,31,0,0,31,23,74,3,0,0,3,2,67,15
221397,896,1184,76,933,0,0,933,519,56,74,0,0,74,32,43,17
221430,,,,66,0,0,66,46,70,21,0,0,21,13,62,22
221485,981,1655,59,1106,0,0,1106,526,48,290,0,6,296,64,22,16
221494,,,,87,0,0,87,77,89,8,0,0,8,4,50,20
221519,416,440,95,474,0,0,474,421,89,,,,,,,10
221582,,,,23,0,0,23,18,78,6,0,0,6,4,67,6
221591,,,,55,0,0,55,48,87,6,0,0,6,3,50,20
221607,,,,32,0,0,32,25,78,8,0,0,8,7,88,15
221616,,,,128,0,0,128,99,77,3,0,0,3,1,33,15
221625,,,,156,0,0,156,115,74,6,0,0,6,3,50,20
221643,1909,2961,64,2042,0,0,2042,1022,50,176,0,0,176,82,47,18
221661,619,912,68,476,0,0,476,404,85,4,0,0,4,2,50,15
221731,197,344,57,182,0,0,182,137,75,0,0,0,0,0,,10
221740,2229,3005,74,2057,0,0,2057,1492,73,17,0,0,17,6,35,16
221759,6828,8506,80,5926,0,0,5926,5250,89,22,0,0,22,9,41,18
221768,1101,2613,42,1035,0,0,1035,736,71,7,0,0,7,6,86,15
221829,,,,102,0,0,102,91,89,,,,,,,20
221838,3548,3988,89,1371,0,0,1371,845,62,55,0,0,55,10,18,14
221847,2046,2774,74,1653,0,0,1653,1297,78,8,0,0,8,3,38,18
221892,365,532,69,425,0,0,425,315,74,0,0,0,0,0,,22
221908,1024,1360,75,1138,0,0,1138,633,56,93,0,0,93,42,45,20
221953,129,263,49,199,0,0,199,110,55,1,0,0,1,1,100,16
221971,327,624,52,347,0,0,347,293,84,13,0,0,13,11,85,8
221999,1617,1869,87,1624,0,0,1624,1566,96,2,0,0,2,2,100,7
222053,1459,2021,72,1526,0,0,1526,746,49,192,0,0,192,74,39,24
222062,1228,1497,82,1203,0,0,1203,643,53,69,0,0,69,26,38,17
222105,61,137,45,62,0,0,62,40,65,61,0,0,61,31,51,11
222178,894,1071,83,833,0,0,833,654,79,0,0,0,0,0,,13
222567,229,2635,9,303,0,0,303,186,61,274,0,0,274,141,51,12
222576,1082,2517,43,971,1,0,970,643,66,391,0,0,391,186,48,19
222628,,,,,,,,,,,,,,,,16
222822,549,913,60,476,0,0,476,292,61,187,0,0,187,64,34,17
222831,1215,4090,30,1268,1,0,1267,928,73,16,0,0,16,7,44,18
222877,101,129,78,86,0,0,86,28,33,0,0,0,0,0,,18
222886,,,,243,0,0,243,172,71,12,0,0,12,10,83,30
222938,23,88,26,16,0,0,16,8,50,19,0,0,19,6,32,14
222983,330,365,90,284,1,0,283,239,84,,,,,,,11
222992,2142,7974,27,0,0,0,0,0,,0,0,0,0,0,,18
223056,,,,10,0,0,10,10,100,,,,,,,15
223083,,,,,,,,,,,,,,,,8
223117,,,,0,0,0,0,0,,15,0,0,15,8,53,4
223232,3286,3678,89,4258,3,0,4255,3847,90,13,0,0,13,6,46,15
223320,212,2365,9,300,0,0,300,153,51,1801,0,0,1801,919,51,18
223427,3533,8172,43,3001,1,0,3000,1648,55,1451,0,0,1451,702,48,35
223463,,,,9,0,0,9,9,100,,,,,,,26
223472,21,50,42,33,0,0,33,20,61,,,,,,,15
223506,399,1425,28,0,0,0,0,0,,0,0,0,0,0,,13
223816,366,2610,14,332,1,0,331,162,49,896,1,0,895,348,39,13
223852,,,,14,0,0,14,13,93,,,,,,,6
223898,289,1109,26,301,0,0,301,170,56,678,0,0,678,437,64,15
223922,160,670,24,233,0,0,233,130,56,486,0,0,486,257,53,17
224004,183,371,49,195,0,0,195,132,68,6,0,0,6,0,0,18
224013,,,,12,0,0,12,9,75,,,,,,,25
224110,675,3661,18,564,0,0,564,353,63,585,0,0,585,311,53,19
224147,1901,2628,72,1712,0,0,1712,1076,63,141,0,0,141,52,37,18
224156,,,,52,0,0,52,49,94,4,0,0,4,2,50,17
224226,748,1202,62,679,0,0,679,422,62,7,0,0,7,1,14,17
224244,75,114,66,105,0,0,105,36,34,5,0,0,5,3,60,13
224271,174,554,31,130,0,0,130,101,78,,,,,,,21
224323,403,454,89,476,0,0,476,368,77,,,,,,,12
224350,286,1271,23,0,0,0,0,0,,0,0,0,0,0,,11
224527,389,688,57,403,0,0,403,265,66,0,0,0,0,0,,14
224545,296,624,47,217,0,0,217,136,63,5,0,0,5,2,40,14
224554,823,1941,42,772,0,0,772,502,65,45,0,0,45,18,40,20
224615,2041,16408,12,23,0,0,23,11,48,41,0,0,41,23,56,22
224642,2460,5213,47,2309,0,0,2309,1421,62,1563,0,0,1563,796,51,21
224660,,,,16,0,0,16,9,56,0,0,0,0,0,,30
224679,,,,11,0,0,11,6,55,4,0,0,4,3,75,30
224758,,,,16,0,0,16,12,75,3,0,0,3,3,100,9
224776,28,97,29,11,0,0,11,6,55,17,0,0,17,4,24,11
224828,,,,16,0,0,16,10,63,6,0,0,6,2,33,8
224891,207,396,52,214,1,0,213,127,60,91,0,0,91,44,48,19
224961,208,466,45,0,0,0,0,0,,0,0,0,0,0,,13
225043,,,,8,0,0,8,6,75,1,0,0,1,0,0,4
225070,351,932,38,3,0,0,3,2,67,0,0,0,0,0,,20
225201,,,,75,0,0,75,52,69,,,,,,,18
225247,349,449,78,388,0,0,388,248,64,0,0,0,0,0,,16
225308,420,1459,29,23,0,0,23,21,91,0,0,0,0,0,,16
225371,242,1277,19,391,0,0,391,201,51,136,0,0,136,58,43,16
225399,684,1009,68,758,0,0,758,524,69,44,0,0,44,24,55,15
